 3980 , 12 , 1272 , 611 
 233 ,Van Maanen's Star,2.37 4.26,.819 5.388
 433 ,Achernar,.45 42.75,1.628 -57.237
 611 ,Mira,6.47 91.65,2.322 -2.978
 1272 ,Antares,1.06 169.77,16.49 -26.433
 1398 ,Atria,1.91 119.76,16.811 -69.028
 1719 ,Shaula,1.62 175.13,17.56 -37.104
 1890 ,Barnard's Star,9.54 1.82,17.963 4.693
 2319 ,Nunki,2.05 69.83,18.921 -26.297
 2664 ,Altair,.76 5.12,19.846 8.868
 2861 ,Peacock,1.94 54.82,20.427 -56.736
 3410 ,Alnair,1.73 30.96,22.137 -46.961
 3657 ,Fomalhaut,1.17 7.7,22.96 -29.623
