 4737 , 13 , 0 , 0 
 237 ,Shedir,2.24 69.97,.675 56.537
 286 ,Van Maanen's Star,2.37 4.26,.819 5.388
 408 ,Mirach,2.07 60.53,1.162 35.62
 885 ,Polaris,1.97 132.62,2.529 89.264
 1181 ,Mirphak,1.79 155.27,3.405 49.861
 1331 ,Alcyone,2.85 123.6,3.791 24.105
 1661 ,Aldebaran,.87 20.43,4.598 16.509
 1903 ,Capella,.08 13.12,5.278 45.997
 1973 ,Alnath,1.65 41.05,5.438 28.607
 2203 ,Betelgeuse,.45 152.67,5.919 7.407
 3055 ,Altair,.76 5.12,19.846 8.868
 3119 ,Cygnus X-1,8.84 595.23,19.972 35.201
 3476 ,Deneb,1.25 432.9,20.69 45.28
