 4978 , 14 , 2994 , 0 
 78 ,Miaplacidus,1.67 34.69,9.22 -69.718
 201 ,Alphard,1.99 55.27,9.459 -8.659
 484 ,Regulus,1.36 24.31,10.139 11.967
 1396 ,Acrux,.77 98.71,12.443 -63.1
 1768 ,Spica,.98 76.56,13.419 -11.162
 2082 ,Arcturus,-.05 11.25,14.261 19.182
 2180 ,Proxima Centauri,1.01 1.29,14.495 -62.68
 2994 ,Antares,1.06 169.77,16.49 -26.433
 3120 ,Atria,1.91 119.76,16.811 -69.028
 3465 ,Shaula,1.62 175.13,17.56 -37.104
 3651 ,Barnard's Star,9.54 1.82,17.963 4.693
 4105 ,Nunki,2.05 69.83,18.921 -26.297
 4514 ,Altair,.76 5.12,19.846 8.868
 4749 ,Peacock,1.94 54.82,20.427 -56.736
