 5150 , 17 , 0 , 0 
 136 ,Mirphak,1.79 155.27,3.405 49.861
 304 ,Alcyone,2.85 123.6,3.791 24.105
 683 ,Aldebaran,.87 20.43,4.598 16.509
 951 ,Rigel,.18 264.55,5.242 -8.202
 969 ,Capella,.08 13.12,5.278 45.997
 1065 ,Alnath,1.65 41.05,5.438 28.607
 1396 ,Betelgeuse,.45 152.67,5.919 7.407
 1946 ,Sirius,1.44 2.63,6.752 -16.717
 2193 ,Wezen,1.83 492.61,7.139 -26.394
 2484 ,Castor,1.58 15.59,7.576 31.888
 2536 ,Procyon,.4 3.51,7.655 5.224
 2600 ,Pollux,1.16 10.35,7.755 28.026
 3364 ,Alphard,1.99 55.27,9.459 -8.659
 3605 ,Regulus,1.36 24.31,10.139 11.967
 4621 ,Spica,.98 76.56,13.419 -11.162
 4731 ,Alkaid,1.85 31.86,13.792 49.313
 4884 ,Arcturus,-.05 11.25,14.261 19.182
