 3279 , 13 , 0 , 0 
 117 ,Mirphak,1.79 155.27,3.405 49.861
 259 ,Alcyone,2.85 123.6,3.791 24.105
 557 ,Aldebaran,.87 20.43,4.598 16.509
 770 ,Capella,.08 13.12,5.278 45.997
 829 ,Alnath,1.65 41.05,5.438 28.607
 1581 ,Castor,1.58 15.59,7.576 31.888
 1634 ,Pollux,1.16 10.35,7.755 28.026
 2229 ,Regulus,1.36 24.31,10.139 11.967
 2438 ,Dubhe,1.81 37.67,11.062 61.751
 2824 ,Alioth,1.76 25.3,12.9 55.959
 3023 ,Alkaid,1.85 31.86,13.792 49.313
 3119 ,Arcturus,-.05 11.25,14.261 19.182
 3236 ,Kochab,2.07 40.14,14.845 74.155
