 5371 , 15 , 0 , 408 
 197 ,Achernar,.45 42.75,1.628 -57.237
 408 ,Mira,6.47 91.65,2.322 -2.978
 874 ,Alcyone,2.85 123.6,3.791 24.105
 1225 ,Aldebaran,.87 20.43,4.598 16.509
 1469 ,Rigel,.18 264.55,5.242 -8.202
 1561 ,Alnath,1.65 41.05,5.438 28.607
 1869 ,Betelgeuse,.45 152.67,5.919 7.407
 2171 ,Canopus,-.62 94.78,6.399 -52.696
 2403 ,Sirius,1.44 2.63,6.752 -16.717
 2655 ,Wezen,1.83 492.61,7.139 -26.394
 3005 ,Procyon,.4 3.51,7.655 5.224
 3076 ,Pollux,1.16 10.35,7.755 28.026
 3447 ,Avior,1.86 185.52,8.375 -59.51
 4031 ,Alphard,1.99 55.27,9.459 -8.659
 4308 ,Regulus,1.36 24.31,10.139 11.967
