 5380 , 15 , 4202 , 0 
 77 ,Wezen,1.83 492.61,7.139 -26.394
 402 ,Procyon,.4 3.51,7.655 5.224
 834 ,Avior,1.86 185.52,8.375 -59.51
 1286 ,Miaplacidus,1.67 34.69,9.22 -69.718
 1409 ,Alphard,1.99 55.27,9.459 -8.659
 1692 ,Regulus,1.36 24.31,10.139 11.967
 2604 ,Acrux,.77 98.71,12.443 -63.1
 2976 ,Spica,.98 76.56,13.419 -11.162
 3290 ,Arcturus,-.05 11.25,14.261 19.182
 3388 ,Proxima Centauri,1.01 1.29,14.495 -62.68
 4202 ,Antares,1.06 169.77,16.49 -26.433
 4328 ,Atria,1.91 119.76,16.811 -69.028
 4673 ,Shaula,1.62 175.13,17.56 -37.104
 4859 ,Barnard's Star,9.54 1.82,17.963 4.693
 5313 ,Nunki,2.05 69.83,18.921 -26.297
