 4938 , 12 , 4345 , 0 
 184 ,Canopus,-.62 94.78,6.399 -52.696
 338 ,Sirius,1.44 2.63,6.752 -16.717
 535 ,Wezen,1.83 492.61,7.139 -26.394
 1198 ,Avior,1.86 185.52,8.375 -59.51
 1595 ,Miaplacidus,1.67 34.69,9.22 -69.718
 1709 ,Alphard,1.99 55.27,9.459 -8.659
 2869 ,Acrux,.77 98.71,12.443 -63.1
 3212 ,Spica,.98 76.56,13.419 -11.162
 3593 ,Proxima Centauri,1.01 1.29,14.495 -62.68
 4345 ,Antares,1.06 169.77,16.49 -26.433
 4458 ,Atria,1.91 119.76,16.811 -69.028
 4758 ,Shaula,1.62 175.13,17.56 -37.104
