 4802 , 18 , 0 , 881 
 261 ,Shedir,2.24 69.97,.675 56.537
 313 ,Van Maanen's Star,2.37 4.26,.819 5.388
 439 ,Mirach,2.07 60.53,1.162 35.62
 881 ,Mira,6.47 91.65,2.322 -2.978
 1266 ,Mirphak,1.79 155.27,3.405 49.861
 1438 ,Alcyone,2.85 123.6,3.791 24.105
 1804 ,Aldebaran,.87 20.43,4.598 16.509
 2078 ,Rigel,.18 264.55,5.242 -8.202
 2094 ,Capella,.08 13.12,5.278 45.997
 2186 ,Alnath,1.65 41.05,5.438 28.607
 2489 ,Betelgeuse,.45 152.67,5.919 7.407
 2980 ,Sirius,1.44 2.63,6.752 -16.717
 3383 ,Castor,1.58 15.59,7.576 31.888
 3422 ,Procyon,.4 3.51,7.655 5.224
 3461 ,Pollux,1.16 10.35,7.755 28.026
 4082 ,Alphard,1.99 55.27,9.459 -8.659
 4282 ,Regulus,1.36 24.31,10.139 11.967
 4543 ,Dubhe,1.81 37.67,11.062 61.751
