 5505 , 16 , 4821 , 0 
 242 ,Canopus,-.62 94.78,6.399 -52.696
 462 ,Sirius,1.44 2.63,6.752 -16.717
 696 ,Wezen,1.83 492.61,7.139 -26.394
 1021 ,Procyon,.4 3.51,7.655 5.224
 1453 ,Avior,1.86 185.52,8.375 -59.51
 1905 ,Miaplacidus,1.67 34.69,9.22 -69.718
 2028 ,Alphard,1.99 55.27,9.459 -8.659
 2311 ,Regulus,1.36 24.31,10.139 11.967
 3223 ,Acrux,.77 98.71,12.443 -63.1
 3595 ,Spica,.98 76.56,13.419 -11.162
 3909 ,Arcturus,-.05 11.25,14.261 19.182
 4007 ,Proxima Centauri,1.01 1.29,14.495 -62.68
 4821 ,Antares,1.06 169.77,16.49 -26.433
 4947 ,Atria,1.91 119.76,16.811 -69.028
 5292 ,Shaula,1.62 175.13,17.56 -37.104
 5478 ,Barnard's Star,9.54 1.82,17.963 4.693
