 5063 , 12 , 1646 , 0 
 285 ,Van Maanen's Star,2.37 4.26,.819 5.388
 469 ,Spica,.98 76.56,13.419 -11.162
 763 ,Arcturus,-.05 11.25,14.261 19.182
 1646 ,Antares,1.06 169.77,16.49 -26.433
 2112 ,Shaula,1.62 175.13,17.56 -37.104
 2314 ,Barnard's Star,9.54 1.82,17.963 4.693
 2654 ,Vega,.03 7.67,18.615 38.783
 2837 ,Nunki,2.05 69.83,18.921 -26.297
 3350 ,Altair,.76 5.12,19.846 8.868
 3419 ,Cygnus X-1,8.84 595.23,19.972 35.201
 4377 ,Alnair,1.73 30.96,22.137 -46.961
 4679 ,Fomalhaut,1.17 7.7,22.96 -29.623
