 4844 , 14 , 0 , 723 
 269 ,Van Maanen's Star,2.37 4.26,.819 5.388
 512 ,Achernar,.45 42.75,1.628 -57.237
 723 ,Mira,6.47 91.65,2.322 -2.978
 1189 ,Alcyone,2.85 123.6,3.791 24.105
 1540 ,Aldebaran,.87 20.43,4.598 16.509
 1784 ,Rigel,.18 264.55,5.242 -8.202
 1876 ,Alnath,1.65 41.05,5.438 28.607
 2184 ,Betelgeuse,.45 152.67,5.919 7.407
 2486 ,Canopus,-.62 94.78,6.399 -52.696
 2718 ,Sirius,1.44 2.63,6.752 -16.717
 3280 ,Altair,.76 5.12,19.846 8.868
 3545 ,Peacock,1.94 54.82,20.427 -56.736
 4213 ,Alnair,1.73 30.96,22.137 -46.961
 4486 ,Fomalhaut,1.17 7.7,22.96 -29.623
