 5173 , 14 , 3570 , 0 
 202 ,Avior,1.86 185.52,8.375 -59.51
 654 ,Miaplacidus,1.67 34.69,9.22 -69.718
 777 ,Alphard,1.99 55.27,9.459 -8.659
 1060 ,Regulus,1.36 24.31,10.139 11.967
 1972 ,Acrux,.77 98.71,12.443 -63.1
 2344 ,Spica,.98 76.56,13.419 -11.162
 2658 ,Arcturus,-.05 11.25,14.261 19.182
 2756 ,Proxima Centauri,1.01 1.29,14.495 -62.68
 3570 ,Antares,1.06 169.77,16.49 -26.433
 3696 ,Atria,1.91 119.76,16.811 -69.028
 4041 ,Shaula,1.62 175.13,17.56 -37.104
 4227 ,Barnard's Star,9.54 1.82,17.963 4.693
 4681 ,Nunki,2.05 69.83,18.921 -26.297
 5090 ,Altair,.76 5.12,19.846 8.868
