 512 , 13 , 205 , 0 
 22 ,Van Maanen's Star,2.37 4.26,.819 5.388
 43 ,Spica,.98 76.56,13.419 -11.162
 77 ,Arcturus,-.05 11.25,14.261 19.182
 93 ,Proxima Centauri,1.01 1.29,14.495 -62.68
 205 ,Antares,1.06 169.77,16.49 -26.433
 217 ,Atria,1.91 119.76,16.811 -69.028
 252 ,Shaula,1.62 175.13,17.56 -37.104
 273 ,Barnard's Star,9.54 1.82,17.963 4.693
 320 ,Nunki,2.05 69.83,18.921 -26.297
 361 ,Altair,.76 5.12,19.846 8.868
 383 ,Peacock,1.94 54.82,20.427 -56.736
 440 ,Alnair,1.73 30.96,22.137 -46.961
 474 ,Fomalhaut,1.17 7.7,22.96 -29.623
