 505 , 14 , 0 , 64 
 23 ,Van Maanen's Star,2.37 4.26,.819 5.388
 41 ,Achernar,.45 42.75,1.628 -57.237
 64 ,Mira,6.47 91.65,2.322 -2.978
 116 ,Alcyone,2.85 123.6,3.791 24.105
 159 ,Aldebaran,.87 20.43,4.598 16.509
 194 ,Rigel,.18 264.55,5.242 -8.202
 206 ,Alnath,1.65 41.05,5.438 28.607
 248 ,Betelgeuse,.45 152.67,5.919 7.407
 275 ,Canopus,-.62 94.78,6.399 -52.696
 291 ,Sirius,1.44 2.63,6.752 -16.717
 343 ,Altair,.76 5.12,19.846 8.868
 369 ,Peacock,1.94 54.82,20.427 -56.736
 429 ,Alnair,1.73 30.96,22.137 -46.961
 464 ,Fomalhaut,1.17 7.7,22.96 -29.623
