 614 , 14 , 589 , 0 
 16 ,Rigel,.18 264.55,5.242 -8.202
 28 ,Alnath,1.65 41.05,5.438 28.607
 70 ,Betelgeuse,.45 152.67,5.919 7.407
 97 ,Canopus,-.62 94.78,6.399 -52.696
 113 ,Sirius,1.44 2.63,6.752 -16.717
 135 ,Wezen,1.83 492.61,7.139 -26.394
 171 ,Procyon,.4 3.51,7.655 5.224
 180 ,Pollux,1.16 10.35,7.755 28.026
 215 ,Avior,1.86 185.52,8.375 -59.51
 270 ,Alphard,1.99 55.27,9.459 -8.659
 298 ,Regulus,1.36 24.31,10.139 11.967
 422 ,Spica,.98 76.56,13.419 -11.162
 456 ,Arcturus,-.05 11.25,14.261 19.182
 589 ,Antares,1.06 169.77,16.49 -26.433
