 587 , 13 , 513 , 0 
 21 ,Canopus,-.62 94.78,6.399 -52.696
 37 ,Sirius,1.44 2.63,6.752 -16.717
 59 ,Wezen,1.83 492.61,7.139 -26.394
 95 ,Procyon,.4 3.51,7.655 5.224
 104 ,Pollux,1.16 10.35,7.755 28.026
 139 ,Avior,1.86 185.52,8.375 -59.51
 194 ,Alphard,1.99 55.27,9.459 -8.659
 222 ,Regulus,1.36 24.31,10.139 11.967
 346 ,Spica,.98 76.56,13.419 -11.162
 380 ,Arcturus,-.05 11.25,14.261 19.182
 513 ,Antares,1.06 169.77,16.49 -26.433
 560 ,Shaula,1.62 175.13,17.56 -37.104
 582 ,Barnard's Star,9.54 1.82,17.963 4.693
