 560 , 15 , 0 , 71 
 26 ,Van Maanen's Star,2.37 4.26,.819 5.388
 34 ,Mirach,2.07 60.53,1.162 35.62
 71 ,Mira,6.47 91.65,2.322 -2.978
 132 ,Alcyone,2.85 123.6,3.791 24.105
 175 ,Aldebaran,.87 20.43,4.598 16.509
 214 ,Rigel,.18 264.55,5.242 -8.202
 227 ,Alnath,1.65 41.05,5.438 28.607
 271 ,Betelgeuse,.45 152.67,5.919 7.407
 312 ,Sirius,1.44 2.63,6.752 -16.717
 333 ,Wezen,1.83 492.61,7.139 -26.394
 366 ,Castor,1.58 15.59,7.576 31.888
 373 ,Procyon,.4 3.51,7.655 5.224
 382 ,Pollux,1.16 10.35,7.755 28.026
 481 ,Alnair,1.73 30.96,22.137 -46.961
 519 ,Fomalhaut,1.17 7.7,22.96 -29.623
