 540 , 13 , 187 , 0 
 23 ,Van Maanen's Star,2.37 4.26,.819 5.388
 42 ,Spica,.98 76.56,13.419 -11.162
 54 ,Alkaid,1.85 31.86,13.792 49.313
 70 ,Arcturus,-.05 11.25,14.261 19.182
 187 ,Antares,1.06 169.77,16.49 -26.433
 234 ,Shaula,1.62 175.13,17.56 -37.104
 251 ,Barnard's Star,9.54 1.82,17.963 4.693
 288 ,Vega,.03 7.67,18.615 38.783
 304 ,Nunki,2.05 69.83,18.921 -26.297
 350 ,Altair,.76 5.12,19.846 8.868
 360 ,Cygnus X-1,8.84 595.23,19.972 35.201
 396 ,Deneb,1.25 432.9,20.69 45.28
 495 ,Fomalhaut,1.17 7.7,22.96 -29.623
