 520 , 15 , 0 , 57 
 22 ,Van Maanen's Star,2.37 4.26,.819 5.388
 37 ,Achernar,.45 42.75,1.628 -57.237
 57 ,Mira,6.47 91.65,2.322 -2.978
 145 ,Aldebaran,.87 20.43,4.598 16.509
 179 ,Rigel,.18 264.55,5.242 -8.202
 229 ,Betelgeuse,.45 152.67,5.919 7.407
 250 ,Canopus,-.62 94.78,6.399 -52.696
 264 ,Sirius,1.44 2.63,6.752 -16.717
 286 ,Wezen,1.83 492.61,7.139 -26.394
 320 ,Procyon,.4 3.51,7.655 5.224
 362 ,Avior,1.86 185.52,8.375 -59.51
 407 ,Miaplacidus,1.67 34.69,9.22 -69.718
 420 ,Alphard,1.99 55.27,9.459 -8.659
 449 ,Alnair,1.73 30.96,22.137 -46.961
 483 ,Fomalhaut,1.17 7.7,22.96 -29.623
