 513 , 16 , 488 , 0 
 19 ,Rigel,.18 264.55,5.242 -8.202
 20 ,Capella,.08 13.12,5.278 45.997
 33 ,Alnath,1.65 41.05,5.438 28.607
 74 ,Betelgeuse,.45 152.67,5.919 7.407
 113 ,Sirius,1.44 2.63,6.752 -16.717
 134 ,Wezen,1.83 492.61,7.139 -26.394
 159 ,Castor,1.58 15.59,7.576 31.888
 165 ,Procyon,.4 3.51,7.655 5.224
 173 ,Pollux,1.16 10.35,7.755 28.026
 228 ,Alphard,1.99 55.27,9.459 -8.659
 256 ,Regulus,1.36 24.31,10.139 11.967
 338 ,Alioth,1.76 25.3,12.9 55.959
 357 ,Spica,.98 76.56,13.419 -11.162
 369 ,Alkaid,1.85 31.86,13.792 49.313
 382 ,Arcturus,-.05 11.25,14.261 19.182
 488 ,Antares,1.06 169.77,16.49 -26.433
