 553 , 14 , 0 , 71 
 26 ,Van Maanen's Star,2.37 4.26,.819 5.388
 34 ,Mirach,2.07 60.53,1.162 35.62
 71 ,Mira,6.47 91.65,2.322 -2.978
 132 ,Alcyone,2.85 123.6,3.791 24.105
 175 ,Aldebaran,.87 20.43,4.598 16.509
 214 ,Rigel,.18 264.55,5.242 -8.202
 227 ,Alnath,1.65 41.05,5.438 28.607
 271 ,Betelgeuse,.45 152.67,5.919 7.407
 313 ,Vega,.03 7.67,18.615 38.783
 329 ,Nunki,2.05 69.83,18.921 -26.297
 379 ,Altair,.76 5.12,19.846 8.868
 390 ,Cygnus X-1,8.84 595.23,19.972 35.201
 475 ,Alnair,1.73 30.96,22.137 -46.961
 513 ,Fomalhaut,1.17 7.7,22.96 -29.623
