 485 , 14 , 360 , 0 
 6 ,Wezen,1.83 492.61,7.139 -26.394
 31 ,Castor,1.58 15.59,7.576 31.888
 37 ,Procyon,.4 3.51,7.655 5.224
 45 ,Pollux,1.16 10.35,7.755 28.026
 100 ,Alphard,1.99 55.27,9.459 -8.659
 128 ,Regulus,1.36 24.31,10.139 11.967
 210 ,Alioth,1.76 25.3,12.9 55.959
 229 ,Spica,.98 76.56,13.419 -11.162
 241 ,Alkaid,1.85 31.86,13.792 49.313
 254 ,Arcturus,-.05 11.25,14.261 19.182
 360 ,Antares,1.06 169.77,16.49 -26.433
 419 ,Barnard's Star,9.54 1.82,17.963 4.693
 455 ,Vega,.03 7.67,18.615 38.783
 472 ,Nunki,2.05 69.83,18.921 -26.297
