 442 , 17 , 0 , 0 
 20 ,Mirphak,1.79 155.27,3.405 49.861
 43 ,Alcyone,2.85 123.6,3.791 24.105
 86 ,Aldebaran,.87 20.43,4.598 16.509
 123 ,Rigel,.18 264.55,5.242 -8.202
 124 ,Capella,.08 13.12,5.278 45.997
 136 ,Alnath,1.65 41.05,5.438 28.607
 172 ,Betelgeuse,.45 152.67,5.919 7.407
 228 ,Castor,1.58 15.59,7.576 31.888
 231 ,Procyon,.4 3.51,7.655 5.224
 236 ,Pollux,1.16 10.35,7.755 28.026
 279 ,Alphard,1.99 55.27,9.459 -8.659
 303 ,Regulus,1.36 24.31,10.139 11.967
 325 ,Dubhe,1.81 37.67,11.062 61.751
 373 ,Alioth,1.76 25.3,12.9 55.959
 399 ,Alkaid,1.85 31.86,13.792 49.313
 411 ,Arcturus,-.05 11.25,14.261 19.182
 432 ,Kochab,2.07 40.14,14.845 74.155
