 529 , 13 , 181 , 0 
 19 ,Shedir,2.24 69.97,.675 56.537
 29 ,Van Maanen's Star,2.37 4.26,.819 5.388
 50 ,Spica,.98 76.56,13.419 -11.162
 62 ,Alkaid,1.85 31.86,13.792 49.313
 75 ,Arcturus,-.05 11.25,14.261 19.182
 181 ,Antares,1.06 169.77,16.49 -26.433
 240 ,Barnard's Star,9.54 1.82,17.963 4.693
 276 ,Vega,.03 7.67,18.615 38.783
 293 ,Nunki,2.05 69.83,18.921 -26.297
 337 ,Altair,.76 5.12,19.846 8.868
 349 ,Cygnus X-1,8.84 595.23,19.972 35.201
 383 ,Deneb,1.25 432.9,20.69 45.28
 479 ,Fomalhaut,1.17 7.7,22.96 -29.623
