 361 , 13 , 0 , 0 
 18 ,Mirphak,1.79 155.27,3.405 49.861
 37 ,Alcyone,2.85 123.6,3.791 24.105
 81 ,Aldebaran,.87 20.43,4.598 16.509
 108 ,Capella,.08 13.12,5.278 45.997
 113 ,Alnath,1.65 41.05,5.438 28.607
 173 ,Castor,1.58 15.59,7.576 31.888
 180 ,Pollux,1.16 10.35,7.755 28.026
 232 ,Regulus,1.36 24.31,10.139 11.967
 257 ,Dubhe,1.81 37.67,11.062 61.751
 301 ,Alioth,1.76 25.3,12.9 55.959
 324 ,Alkaid,1.85 31.86,13.792 49.313
 335 ,Arcturus,-.05 11.25,14.261 19.182
 354 ,Kochab,2.07 40.14,14.845 74.155
