 598 , 14 , 573 , 0 
 14 ,Rigel,.18 264.55,5.242 -8.202
 62 ,Betelgeuse,.45 152.67,5.919 7.407
 81 ,Canopus,-.62 94.78,6.399 -52.696
 92 ,Sirius,1.44 2.63,6.752 -16.717
 114 ,Wezen,1.83 492.61,7.139 -26.394
 147 ,Procyon,.4 3.51,7.655 5.224
 192 ,Avior,1.86 185.52,8.375 -59.51
 239 ,Miaplacidus,1.67 34.69,9.22 -69.718
 254 ,Alphard,1.99 55.27,9.459 -8.659
 378 ,Acrux,.77 98.71,12.443 -63.1
 422 ,Spica,.98 76.56,13.419 -11.162
 466 ,Proxima Centauri,1.01 1.29,14.495 -62.68
 573 ,Antares,1.06 169.77,16.49 -26.433
 586 ,Atria,1.91 119.76,16.811 -69.028
