  .026,-77.066,4.78, 66.57,""
  .032, -6.015,4.37,132.45,""
  .062,-17.336,4.55, 83.47,""
  .075,-10.510,4.99,641.02,""
  .088, -5.708,4.61, 39.49,""
  .139, 29.090,2.07, 29.74,"Alpheratz"
  .152, 59.149,2.28, 16.78,"Caph"
  .156,-45.748,3.88,  44.2,""
  .167,-82.225,5.29, 78.06,""
  .187,-15.468,4.89, 18.74,""
  .220, 15.183,2.83,120.04,""
  .222,-84.994,5.78, 298.5,""
  .243, 20.206,4.79,112.86,""
  .244,-18.933,4.44,137.17,""
  .284, 38.681,4.61, 94.69,""
  .305, 36.785,4.51, 41.32,""
  .323, -8.824,3.56, 84.17,""
  .334,-64.875,4.23,  8.58,""
  .427,-77.255,2.82,  7.45,""
  .436,-43.680,3.93,  23.8,""
  .438,-42.306,2.40, 25.97,"Ankaa"
  .465,-33.008,4.86, 138.5,""
  .523,-48.804,4.76, 52.96,""
  .525,-62.959,4.36,  41.4,""
  .525,-62.966,4.53, 51.65,""
  .529, 54.522,4.74,115.74,""
  .549, 62.931,4.17,100000.0,""
  .614, 33.719,4.34,183.48,""
  .616, 53.896,3.69,181.81,""
  .642, 29.311,4.34, 50.22,""
  .655, 30.861,3.27, 32.35,""
  .663, 82.493,6.38, 33.25,""
  .675, 56.537,2.24, 69.97,"*Shedir"
  .688,-46.086,4.59, 75.35,""
  .701, 50.512,4.80,438.59,""
  .722,-57.464,4.36, 75.52,""
  .724, 47.024,4.95, 53.67,""
  .726,-17.987,2.04, 29.53,"Diphda"
  .736,-10.610,4.77, 71.63,""
  .745, 48.284,4.48,215.51,""
  .788, 24.267,4.08,    58.0,""
  .796, 74.847,5.42, 236.4,""
  .809,-74.924,5.09, 64.93,""
  .811,  7.585,4.44, 95.41,""
  .813, 50.968,4.90,126.26,""
  .818, 57.815,3.46,  5.95,""
  .819,  5.388,2.37,  4.26,"*Van Maanen's Star"
  .830, 41.078,4.53,189.39,""
  .883, -1.145,4.78,179.85,""
  .884, 61.123,4.80, 18.74,""
  .914, 83.707,5.59, 87.71,""
  .916, 58.972,4.83, 100.7,""
  .944, 59.181,4.62, 61.27,""
  .945, 60.716,2.15,168.35,"Cih"
  .945, 38.499,3.86, 39.77,""
  .953, 23.417,4.40, 70.42,""
  .976,-29.358,4.30,238.09,""
 1.049,  7.890,4.27, 55.74,""
 1.101,-46.719,3.32,100000.0,""
 1.139,-55.246,3.94, 91.57,""
 1.143,-10.183,3.46, 37.99,""
 1.145, 86.257,4.24, 85.91,""
 1.153, 80.011,6.24,135.31,""
 1.158, 47.241,4.26,219.78,""
 1.162, 35.620,2.07, 60.53,"*Mirach"
 1.185, 55.149,4.34, 40.95,""
 1.190, 21.034,4.66,117.64,""
 1.194, 30.089,4.51, 51.75,""
 1.229, 24.583,4.67,136.79,""
 1.253,-45.532,4.97, 15.11,""
 1.262,-68.876,4.25, 20.95,""
 1.270, 87.145,6.20,106.95,""
 1.324, 27.264,4.74, 94.42,""
 1.334, 58.231,4.95,100000.0,""
 1.372, 45.528,4.87, 65.74,""
