 14931 , 16 , 0 , 259 
 259 ,Mira,6.47 128.369,2.322 -2.978
 2393 ,Aldebaran,.87 19.964,4.598 16.509
 3097 ,Rigel,.18 236.966,5.242 -8.202
 3322 ,Bellatrix,1.64 74.515,5.418 6.349
 3591 ,Alnilam,1.69 411.522,5.603 -1.202
 3715 ,Alnitak,1.74 250.626,5.679 -1.943
 4065 ,Betelgeuse,.45 131.061,5.919 7.407
 4782 ,Canopus,-.62 95.877,6.399 -52.696
 5206 ,Alhena,1.93 32.133,6.628 16.399
 5393 ,Sirius,-1.44 2.637,6.752 -16.714
 5796 ,Adhara,1.5 132.1,6.977 -28.973
 6935 ,Procyon,.4 3.497,7.655 5.227
 9714 ,Alphard,1.99 54.347,9.459 -8.659
 10588 ,Regulus,1.36 23.758,10.139 11.967
 13250 ,Acrux,.77 98.328,12.443 -63.1
 14288 ,Spica,.98 80.385,13.419 -11.162
