 14775 , 15 , 0 , 2187 
 2187 ,Mira,6.47 128.369,2.322 -2.978
 3673 ,Alcyone,2.85 112.739,3.791 24.105
 4629 ,Aldebaran,.87 19.964,4.598 16.509
 5410 ,Rigel,.18 236.966,5.242 -8.202
 5665 ,Bellatrix,1.64 74.515,5.418 6.349
 5691 ,Alnath,1.65 40.176,5.438 28.607
 5958 ,Alnilam,1.69 411.522,5.603 -1.202
 6101 ,Alnitak,1.74 250.626,5.679 -1.943
 6495 ,Betelgeuse,.45 131.061,5.919 7.407
 7751 ,Alhena,1.93 32.133,6.628 16.399
 7961 ,Sirius,-1.44 2.637,6.752 -16.714
 8409 ,Adhara,1.5 132.1,6.977 -28.973
 9721 ,Altair,.76 5.142,19.846 8.867
 12844 ,Alnair,1.73 31.094,22.137 -46.961
 13722 ,Fomalhaut,1.17 7.687,22.96 -29.622
