 14958 , 13 , 11797 , 0 
 1089 ,Procyon,.4 3.497,7.655 5.227
 3868 ,Alphard,1.99 54.347,9.459 -8.659
 4742 ,Regulus,1.36 23.758,10.139 11.967
 7404 ,Acrux,.77 98.328,12.443 -63.1
 8442 ,Spica,.98 80.385,13.419 -11.162
 9127 ,Hadar,.61 161.03,14.063 -60.373
 9323 ,Arcturus,-.05 11.254,14.261 19.187
 9740 ,RigelKentaurusB,1.35 1.347,14.66 -60.84
 9741 ,RigelKentaurusA,-.01 1.347,14.661 -60.836
 11797 ,Antares,1.06 185.185,16.49 -26.432
 13039 ,Shaula,1.62 215.517,17.56 -37.104
 13551 ,Barnard's Star,9.54 1.821,17.963 4.668
 14118 ,KausAustralis,1.79 44.345,18.402 -34.385
