 14868 , 13 , 12979 , 0 
 1122 ,Alhena,1.93 32.133,6.628 16.399
 1332 ,Sirius,-1.44 2.637,6.752 -16.714
 1780 ,Adhara,1.5 132.1,6.977 -28.973
 2835 ,Castor,1.58 15.805,7.576 31.888
 2978 ,Procyon,.4 3.497,7.655 5.227
 3156 ,Pollux,1.16 10.336,7.755 28.026
 5703 ,Alphard,1.99 54.347,9.459 -8.659
 6511 ,Regulus,1.36 23.758,10.139 11.967
 9801 ,Spica,.98 80.385,13.419 -11.162
 10616 ,Arcturus,-.05 11.254,14.261 19.187
 12979 ,Antares,1.06 185.185,16.49 -26.432
 14251 ,Shaula,1.62 215.517,17.56 -37.104
 14793 ,Barnard's Star,9.54 1.821,17.963 4.668
