 12700 , 12 , 4306 , 0 
 1313 ,Achernar,.45 44.091,1.628 -57.237
 1636 ,Hadar,.61 161.03,14.063 -60.373
 1832 ,Arcturus,-.05 11.254,14.261 19.187
 2249 ,RigelKentaurusB,1.35 1.347,14.66 -60.84
 2250 ,RigelKentaurusA,-.01 1.347,14.661 -60.836
 4306 ,Antares,1.06 185.185,16.49 -26.432
 5548 ,Shaula,1.62 215.517,17.56 -37.104
 6060 ,Barnard's Star,9.54 1.821,17.963 4.668
 6627 ,KausAustralis,1.79 44.345,18.402 -34.385
 8486 ,Altair,.76 5.142,19.846 8.867
 10982 ,Alnair,1.73 31.094,22.137 -46.961
 11754 ,Fomalhaut,1.17 7.687,22.96 -29.622
