 15394 , 19 , 14799 , 0 
 253 ,Rigel,.18 236.966,5.242 -8.202
 478 ,Bellatrix,1.64 74.515,5.418 6.349
 747 ,Alnilam,1.69 411.522,5.603 -1.202
 871 ,Alnitak,1.74 250.626,5.679 -1.943
 1221 ,Betelgeuse,.45 131.061,5.919 7.407
 1938 ,Canopus,-.62 95.877,6.399 -52.696
 2362 ,Alhena,1.93 32.133,6.628 16.399
 2549 ,Sirius,-1.44 2.637,6.752 -16.714
 2952 ,Adhara,1.5 132.1,6.977 -28.973
 4091 ,Procyon,.4 3.497,7.655 5.227
 6870 ,Alphard,1.99 54.347,9.459 -8.659
 7744 ,Regulus,1.36 23.758,10.139 11.967
 10406 ,Acrux,.77 98.328,12.443 -63.1
 11444 ,Spica,.98 80.385,13.419 -11.162
 12129 ,Hadar,.61 161.03,14.063 -60.373
 12325 ,Arcturus,-.05 11.254,14.261 19.187
 12742 ,RigelKentaurusB,1.35 1.347,14.66 -60.84
 12743 ,RigelKentaurusA,-.01 1.347,14.661 -60.836
 14799 ,Antares,1.06 185.185,16.49 -26.432
