 14718 , 21 , 0 , 326 
 326 ,Mira,6.47 128.369,2.322 -2.978
 1500 ,Mirphak,1.79 181.488,3.405 49.861
 1944 ,Alcyone,2.85 112.739,3.791 24.105
 2925 ,Aldebaran,.87 19.964,4.598 16.509
 3717 ,Rigel,.18 236.966,5.242 -8.202
 3766 ,Capella,.08 12.938,5.278 45.999
 3977 ,Bellatrix,1.64 74.515,5.418 6.349
 4004 ,Alnath,1.65 40.176,5.438 28.607
 4280 ,Alnilam,1.69 411.522,5.603 -1.202
 4423 ,Alnitak,1.74 250.626,5.679 -1.943
 4808 ,Betelgeuse,.45 131.061,5.919 7.407
 6071 ,Alhena,1.93 32.133,6.628 16.399
 6280 ,Sirius,-1.44 2.637,6.752 -16.714
 6731 ,Adhara,1.5 132.1,6.977 -28.973
 7773 ,Castor,1.58 15.805,7.576 31.888
 7910 ,Procyon,.4 3.497,7.655 5.227
 8075 ,Pollux,1.16 10.336,7.755 28.026
 10336 ,Alphard,1.99 54.347,9.459 -8.659
 11087 ,Regulus,1.36 23.758,10.139 11.967
 14190 ,Spica,.98 80.385,13.419 -11.162
 14487 ,Alkaid,1.85 30.873,13.792 49.313
