 12774 , 13 , 0 , 1798 
 1269 ,Achernar,.45 44.091,1.628 -57.237
 1798 ,Mira,6.47 128.369,2.322 -2.978
 4448 ,Rigel,.18 236.966,5.242 -8.202
 4659 ,Bellatrix,1.64 74.515,5.418 6.349
 4908 ,Alnilam,1.69 411.522,5.603 -1.202
 5023 ,Alnitak,1.74 250.626,5.679 -1.943
 5340 ,Betelgeuse,.45 131.061,5.919 7.407
 5987 ,Canopus,-.62 95.877,6.399 -52.696
 6536 ,Sirius,-1.44 2.637,6.752 -16.714
 6907 ,Adhara,1.5 132.1,6.977 -28.973
 7967 ,Procyon,.4 3.497,7.655 5.227
 11124 ,Alnair,1.73 31.094,22.137 -46.961
 11848 ,Fomalhaut,1.17 7.687,22.96 -29.622
