 12902 , 12 , 5996 , 0 
 1627 ,Acrux,.77 98.328,12.443 -63.1
 2664 ,Spica,.98 80.385,13.419 -11.162
 3345 ,Hadar,.61 161.03,14.063 -60.373
 3963 ,RigelKentaurusB,1.35 1.347,14.66 -60.84
 3964 ,RigelKentaurusA,-.01 1.347,14.661 -60.836
 5996 ,Antares,1.06 185.185,16.49 -26.432
 7161 ,Shaula,1.62 215.517,17.56 -37.104
 7652 ,Barnard's Star,9.54 1.821,17.963 4.668
 8192 ,KausAustralis,1.79 44.345,18.402 -34.385
 9865 ,Altair,.76 5.142,19.846 8.867
 12125 ,Alnair,1.73 31.094,22.137 -46.961
 12849 ,Fomalhaut,1.17 7.687,22.96 -29.622
