 10422 , 16 , 0 , 0 
 378 ,Mirphak,1.79 181.488,3.405 49.861
 764 ,Alcyone,2.85 112.739,3.791 24.105
 1585 ,Aldebaran,.87 19.964,4.598 16.509
 2251 ,Capella,.08 12.938,5.278 45.999
 2407 ,Bellatrix,1.64 74.515,5.418 6.349
 2419 ,Alnath,1.65 40.176,5.438 28.607
 3008 ,Betelgeuse,.45 131.061,5.919 7.407
 3894 ,Alhena,1.93 32.133,6.628 16.399
 4980 ,Castor,1.58 15.805,7.576 31.888
 5066 ,Procyon,.4 3.497,7.655 5.227
 5149 ,Pollux,1.16 10.336,7.755 28.026
 7162 ,Regulus,1.36 23.758,10.139 11.967
 7784 ,Dubhe,1.81 37.907,11.062 61.751
 9029 ,Alioth,1.76 24.813,12.9 55.959
 9564 ,Alkaid,1.85 30.873,13.792 49.313
 9885 ,Arcturus,-.05 11.254,14.261 19.187
