 12970 , 12 , 4577 , 0 
 1222 ,Spica,.98 80.385,13.419 -11.162
 1907 ,Hadar,.61 161.03,14.063 -60.373
 2103 ,Arcturus,-.05 11.254,14.261 19.187
 2520 ,RigelKentaurusB,1.35 1.347,14.66 -60.84
 2521 ,RigelKentaurusA,-.01 1.347,14.661 -60.836
 4577 ,Antares,1.06 185.185,16.49 -26.432
 5819 ,Shaula,1.62 215.517,17.56 -37.104
 6331 ,Barnard's Star,9.54 1.821,17.963 4.668
 6898 ,KausAustralis,1.79 44.345,18.402 -34.385
 8757 ,Altair,.76 5.142,19.846 8.867
 11253 ,Alnair,1.73 31.094,22.137 -46.961
 12025 ,Fomalhaut,1.17 7.687,22.96 -29.622
