 13616 , 20 , 0 , 0 
 738 ,Aldebaran,.87 19.964,4.598 16.509
 1527 ,Rigel,.18 236.966,5.242 -8.202
 1575 ,Capella,.08 12.938,5.278 45.999
 1783 ,Bellatrix,1.64 74.515,5.418 6.349
 1806 ,Alnath,1.65 40.176,5.438 28.607
 2072 ,Alnilam,1.69 411.522,5.603 -1.202
 2214 ,Alnitak,1.74 250.626,5.679 -1.943
 2588 ,Betelgeuse,.45 131.061,5.919 7.407
 3816 ,Alhena,1.93 32.133,6.628 16.399
 4013 ,Sirius,-1.44 2.637,6.752 -16.714
 4437 ,Adhara,1.5 132.1,6.977 -28.973
 5408 ,Castor,1.58 15.805,7.576 31.888
 5537 ,Procyon,.4 3.497,7.655 5.227
 5668 ,Pollux,1.16 10.336,7.755 28.026
 7700 ,Alphard,1.99 54.347,9.459 -8.659
 8405 ,Regulus,1.36 23.758,10.139 11.967
 10846 ,Alioth,1.76 24.813,12.9 55.959
 11284 ,Spica,.98 80.385,13.419 -11.162
 11572 ,Alkaid,1.85 30.873,13.792 49.313
 11990 ,Arcturus,-.05 11.254,14.261 19.187
