 15525 , 17 , 0 , 0 
 682 ,Aldebaran,.87 19.964,4.598 16.509
 1433 ,Rigel,.18 236.966,5.242 -8.202
 1667 ,Bellatrix,1.64 74.515,5.418 6.349
 1696 ,Alnath,1.65 40.176,5.438 28.607
 1947 ,Alnilam,1.69 411.522,5.603 -1.202
 2083 ,Alnitak,1.74 250.626,5.679 -1.943
 2465 ,Betelgeuse,.45 131.061,5.919 7.407
 3242 ,Canopus,-.62 95.877,6.399 -52.696
 3682 ,Alhena,1.93 32.133,6.628 16.399
 3882 ,Sirius,-1.44 2.637,6.752 -16.714
 4321 ,Adhara,1.5 132.1,6.977 -28.973
 5532 ,Procyon,.4 3.497,7.655 5.227
 5719 ,Pollux,1.16 10.336,7.755 28.026
 8368 ,Alphard,1.99 54.347,9.459 -8.659
 9234 ,Regulus,1.36 23.758,10.139 11.967
 12795 ,Spica,.98 80.385,13.419 -11.162
 13642 ,Arcturus,-.05 11.254,14.261 19.187
