 9217 , 13 , 0 , 0 
 443 ,Polaris,1.97 132.275,2.529 89.264
 1216 ,Mirphak,1.79 181.488,3.405 49.861
 1559 ,Alcyone,2.85 112.739,3.791 24.105
 2285 ,Aldebaran,.87 19.964,4.598 16.509
 2855 ,Capella,.08 12.938,5.278 45.999
 2993 ,Alnath,1.65 40.176,5.438 28.607
 4198 ,Alhena,1.93 32.133,6.628 16.399
 5096 ,Castor,1.58 15.805,7.576 31.888
 5235 ,Pollux,1.16 10.336,7.755 28.026
 6945 ,Regulus,1.36 23.758,10.139 11.967
 7510 ,Dubhe,1.81 37.907,11.062 61.751
 8584 ,Alioth,1.76 24.813,12.9 55.959
 9054 ,Alkaid,1.85 30.873,13.792 49.313
