 13002 , 13 , 0 , 0 
 2463 ,Polaris,1.97 132.275,2.529 89.264
 3323 ,Mirphak,1.79 181.488,3.405 49.861
 3709 ,Alcyone,2.85 112.739,3.791 24.105
 4530 ,Aldebaran,.87 19.964,4.598 16.509
 5196 ,Capella,.08 12.938,5.278 45.999
 5352 ,Bellatrix,1.64 74.515,5.418 6.349
 5364 ,Alnath,1.65 40.176,5.438 28.607
 5953 ,Betelgeuse,.45 131.061,5.919 7.407
 6839 ,Alhena,1.93 32.133,6.628 16.399
 7925 ,Castor,1.58 15.805,7.576 31.888
 8011 ,Procyon,.4 3.497,7.655 5.227
 8094 ,Pollux,1.16 10.336,7.755 28.026
 9333 ,Deneb,1.25 990.099,20.69 45.28
