 13143 , 22 , 0 , 337 
 337 ,Mira,6.47 128.369,2.322 -2.978
 1498 ,Mirphak,1.79 181.488,3.405 49.861
 1950 ,Alcyone,2.85 112.739,3.791 24.105
 2904 ,Aldebaran,.87 19.964,4.598 16.509
 3677 ,Rigel,.18 236.966,5.242 -8.202
 3719 ,Capella,.08 12.938,5.278 45.999
 3921 ,Bellatrix,1.64 74.515,5.418 6.349
 3944 ,Alnath,1.65 40.176,5.438 28.607
 4199 ,Alnilam,1.69 411.522,5.603 -1.202
 4332 ,Alnitak,1.74 250.626,5.679 -1.943
 4693 ,Betelgeuse,.45 131.061,5.919 7.407
 5836 ,Alhena,1.93 32.133,6.628 16.399
 6027 ,Sirius,-1.44 2.637,6.752 -16.714
 7259 ,Castor,1.58 15.805,7.576 31.888
 7369 ,Procyon,.4 3.497,7.655 5.227
 7476 ,Pollux,1.16 10.336,7.755 28.026
 9359 ,Alphard,1.99 54.347,9.459 -8.659
 9999 ,Regulus,1.36 23.758,10.139 11.967
 10776 ,Dubhe,1.81 37.907,11.062 61.751
 12277 ,Alioth,1.76 24.813,12.9 55.959
 12673 ,Spica,.98 80.385,13.419 -11.162
 12949 ,Alkaid,1.85 30.873,13.792 49.313
