 15140 , 19 , 0 , 0 
 1523 ,Aldebaran,.87 19.964,4.598 16.509
 2227 ,Rigel,.18 236.966,5.242 -8.202
 2452 ,Bellatrix,1.64 74.515,5.418 6.349
 2721 ,Alnilam,1.69 411.522,5.603 -1.202
 2845 ,Alnitak,1.74 250.626,5.679 -1.943
 3195 ,Betelgeuse,.45 131.061,5.919 7.407
 3912 ,Canopus,-.62 95.877,6.399 -52.696
 4336 ,Alhena,1.93 32.133,6.628 16.399
 4523 ,Sirius,-1.44 2.637,6.752 -16.714
 4926 ,Adhara,1.5 132.1,6.977 -28.973
 6065 ,Procyon,.4 3.497,7.655 5.227
 8844 ,Alphard,1.99 54.347,9.459 -8.659
 9718 ,Regulus,1.36 23.758,10.139 11.967
 12380 ,Acrux,.77 98.328,12.443 -63.1
 13418 ,Spica,.98 80.385,13.419 -11.162
 14103 ,Hadar,.61 161.03,14.063 -60.373
 14299 ,Arcturus,-.05 11.254,14.261 19.187
 14716 ,RigelKentaurusB,1.35 1.347,14.66 -60.84
 14717 ,RigelKentaurusA,-.01 1.347,14.661 -60.836
