 14035 , 13 , 8530 , 0 
 601 ,Alphard,1.99 54.347,9.459 -8.659
 1475 ,Regulus,1.36 23.758,10.139 11.967
 4137 ,Acrux,.77 98.328,12.443 -63.1
 5175 ,Spica,.98 80.385,13.419 -11.162
 5860 ,Hadar,.61 161.03,14.063 -60.373
 6056 ,Arcturus,-.05 11.254,14.261 19.187
 6473 ,RigelKentaurusB,1.35 1.347,14.66 -60.84
 6474 ,RigelKentaurusA,-.01 1.347,14.661 -60.836
 8530 ,Antares,1.06 185.185,16.49 -26.432
 9772 ,Shaula,1.62 215.517,17.56 -37.104
 10284 ,Barnard's Star,9.54 1.821,17.963 4.668
 10851 ,KausAustralis,1.79 44.345,18.402 -34.385
 12710 ,Altair,.76 5.142,19.846 8.867
