 13120 , 12 , 0 , 0 
 1807 ,Rigel,.18 236.966,5.242 -8.202
 2187 ,Alnilam,1.69 411.522,5.603 -1.202
 2288 ,Alnitak,1.74 250.626,5.679 -1.943
 3101 ,Canopus,-.62 95.877,6.399 -52.696
 3548 ,Sirius,-1.44 2.637,6.752 -16.714
 3863 ,Adhara,1.5 132.1,6.977 -28.973
 7229 ,Alphard,1.99 54.347,9.459 -8.659
 10568 ,Acrux,.77 98.328,12.443 -63.1
 11518 ,Spica,.98 80.385,13.419 -11.162
 12156 ,Hadar,.61 161.03,14.063 -60.373
 12737 ,RigelKentaurusB,1.35 1.347,14.66 -60.84
 12738 ,RigelKentaurusA,-.01 1.347,14.661 -60.836
