 11695 , 18 , 0 , 0 
 695 ,Aldebaran,.87 19.964,4.598 16.509
 1421 ,Rigel,.18 236.966,5.242 -8.202
 1459 ,Capella,.08 12.938,5.278 45.999
 1643 ,Bellatrix,1.64 74.515,5.418 6.349
 1661 ,Alnath,1.65 40.176,5.438 28.607
 1912 ,Alnilam,1.69 411.522,5.603 -1.202
 2045 ,Alnitak,1.74 250.626,5.679 -1.943
 2384 ,Betelgeuse,.45 131.061,5.919 7.407
 3425 ,Alhena,1.93 32.133,6.628 16.399
 4704 ,Castor,1.58 15.805,7.576 31.888
 4805 ,Procyon,.4 3.497,7.655 5.227
 4901 ,Pollux,1.16 10.336,7.755 28.026
 6632 ,Alphard,1.99 54.347,9.459 -8.659
 7223 ,Regulus,1.36 23.758,10.139 11.967
 7936 ,Dubhe,1.81 37.907,11.062 61.751
 9341 ,Alioth,1.76 24.813,12.9 55.959
 9947 ,Alkaid,1.85 30.873,13.792 49.313
 10310 ,Arcturus,-.05 11.254,14.261 19.187
