 14935 , 18 , 0 , 2011 
 1407 ,Achernar,.45 44.091,1.628 -57.237
 2011 ,Mira,6.47 128.369,2.322 -2.978
 3372 ,Alcyone,2.85 112.739,3.791 24.105
 4288 ,Aldebaran,.87 19.964,4.598 16.509
 5039 ,Rigel,.18 236.966,5.242 -8.202
 5273 ,Bellatrix,1.64 74.515,5.418 6.349
 5302 ,Alnath,1.65 40.176,5.438 28.607
 5553 ,Alnilam,1.69 411.522,5.603 -1.202
 5689 ,Alnitak,1.74 250.626,5.679 -1.943
 6071 ,Betelgeuse,.45 131.061,5.919 7.407
 6848 ,Canopus,-.62 95.877,6.399 -52.696
 7288 ,Alhena,1.93 32.133,6.628 16.399
 7488 ,Sirius,-1.44 2.637,6.752 -16.714
 7927 ,Adhara,1.5 132.1,6.977 -28.973
 9138 ,Procyon,.4 3.497,7.655 5.227
 9325 ,Pollux,1.16 10.336,7.755 28.026
 11974 ,Alphard,1.99 54.347,9.459 -8.659
 12840 ,Regulus,1.36 23.758,10.139 11.967
