 15075 , 17 , 0 , 1228 
 1228 ,Mira,6.47 128.369,2.322 -2.978
 2714 ,Alcyone,2.85 112.739,3.791 24.105
 3670 ,Aldebaran,.87 19.964,4.598 16.509
 4451 ,Rigel,.18 236.966,5.242 -8.202
 4706 ,Bellatrix,1.64 74.515,5.418 6.349
 4732 ,Alnath,1.65 40.176,5.438 28.607
 4999 ,Alnilam,1.69 411.522,5.603 -1.202
 5142 ,Alnitak,1.74 250.626,5.679 -1.943
 5536 ,Betelgeuse,.45 131.061,5.919 7.407
 6792 ,Alhena,1.93 32.133,6.628 16.399
 7002 ,Sirius,-1.44 2.637,6.752 -16.714
 7450 ,Adhara,1.5 132.1,6.977 -28.973
 8505 ,Castor,1.58 15.805,7.576 31.888
 8648 ,Procyon,.4 3.497,7.655 5.227
 8826 ,Pollux,1.16 10.336,7.755 28.026
 11373 ,Alphard,1.99 54.347,9.459 -8.659
 12181 ,Regulus,1.36 23.758,10.139 11.967
