 13142 , 15 , 0 , 1866 
 1313 ,Achernar,.45 44.091,1.628 -57.237
 1866 ,Mira,6.47 128.369,2.322 -2.978
 4000 ,Aldebaran,.87 19.964,4.598 16.509
 4704 ,Rigel,.18 236.966,5.242 -8.202
 4929 ,Bellatrix,1.64 74.515,5.418 6.349
 5198 ,Alnilam,1.69 411.522,5.603 -1.202
 5322 ,Alnitak,1.74 250.626,5.679 -1.943
 5672 ,Betelgeuse,.45 131.061,5.919 7.407
 6389 ,Canopus,-.62 95.877,6.399 -52.696
 6813 ,Alhena,1.93 32.133,6.628 16.399
 7000 ,Sirius,-1.44 2.637,6.752 -16.714
 7403 ,Adhara,1.5 132.1,6.977 -28.973
 8542 ,Procyon,.4 3.497,7.655 5.227
 11427 ,Alnair,1.73 31.094,22.137 -46.961
 12199 ,Fomalhaut,1.17 7.687,22.96 -29.622
