 12009 , 11 , 4229 , 0 
 1269 ,Achernar,.45 44.091,1.628 -57.237
 1578 ,Hadar,.61 161.03,14.063 -60.373
 2196 ,RigelKentaurusB,1.35 1.347,14.66 -60.84
 2197 ,RigelKentaurusA,-.01 1.347,14.661 -60.836
 4229 ,Antares,1.06 185.185,16.49 -26.432
 5394 ,Shaula,1.62 215.517,17.56 -37.104
 5885 ,Barnard's Star,9.54 1.821,17.963 4.668
 6425 ,KausAustralis,1.79 44.345,18.402 -34.385
 8098 ,Altair,.76 5.142,19.846 8.867
 10358 ,Alnair,1.73 31.094,22.137 -46.961
 11082 ,Fomalhaut,1.17 7.687,22.96 -29.622
